City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
343,olimpia,-20.7372,-48.9147,28.3,28,36,0.66,BR,2023-11-13
344,uglegorsk,49.0833,142.0333,-3.0,60,100,7.9,RU,2023-11-13
345,luderitz,-26.6481,15.1594,15.62,78,0,1.92,NA,2023-11-13
346,la gi,10.6667,107.7833,28.2,74,30,4.29,VN,2023-11-13
347,atherton,53.5237,-2.4935,11.31,83,51,1.79,GB,2023-11-13
348,matthew town,20.95,-73.6667,27.42,79,1,6.72,BS,2023-11-13
349,labuan,5.2767,115.2417,30.2,79,20,1.03,MY,2023-11-13
350,kirensk,57.7853,108.1119,-3.91,95,100,4.47,RU,2023-11-13
351,babana,10.4295,3.815,23.35,26,59,2.09,NG,2023-11-13
352,magadan,59.5667,150.8,-13.31,72,77,5.21,RU,2023-11-13
353,lerwick,60.1545,-1.1494,7.51,73,78,5.44,GB,2023-11-13
354,rundu,-17.9333,19.7667,23.98,37,44,1.76,NA,2023-11-13
355,thames,-37.1333,175.5333,18.55,57,100,4.19,NZ,2023-11-13
356,champerico,14.3,-91.9167,28.29,79,25,1.05,GT,2023-11-13
357,murghob,38.1702,73.9667,-11.43,66,0,1.69,TJ,2023-11-13
358,arno,60.1167,18.6333,1.55,97,100,4.79,SE,2023-11-13
359,mwanza,-2.5167,32.9,20.5,80,18,2.59,TZ,2023-11-13
360,tuy hoa,13.0833,109.3,26.41,90,91,5.47,VN,2023-11-13
361,gamay,12.3854,125.2979,27.78,89,100,3.99,PH,2023-11-13
362,kavieng,-2.5744,150.7967,28.73,67,96,1.71,PG,2023-11-13
363,baruun-urt,46.6806,113.2792,-10.52,79,36,3.34,MN,2023-11-13
364,nangavalli,11.75,77.8833,21.78,89,99,1.81,IN,2023-11-13
365,acarau,-2.8856,-40.12,26.57,81,97,7.06,BR,2023-11-13
366,lata,40.1629,-8.3327,14.4,94,100,1.12,PT,2023-11-13
367,raja,8.4596,25.678,23.89,75,43,1.42,SS,2023-11-13
368,tshabong,-26.05,22.45,22.06,16,10,5.15,BW,2023-11-13
369,san fernando de apure,7.8878,-67.4724,25.91,76,53,1.52,VE,2023-11-13
370,hengchun,22.0042,120.7439,24.52,65,100,7.81,TW,2023-11-13
371,barah,13.7,30.3667,27.86,28,16,5.26,SD,2023-11-13
372,pierre,44.3683,-100.351,15.48,31,0,4.12,US,2023-11-13
373,mandeville,18.0417,-77.5071,21.09,93,7,1.06,JM,2023-11-13
374,chebba,35.2372,11.115,19.07,63,2,3.76,TN,2023-11-13
375,fortuna,40.5982,-124.1573,13.88,92,75,0.0,US,2023-11-13
376,kodinsk,58.6881,99.1844,0.8,97,100,4.67,RU,2023-11-13
377,steinbach,50.1667,8.5667,10.57,81,75,5.66,DE,2023-11-13
378,alaghsas,17.0187,8.0168,23.12,15,3,4.84,NE,2023-11-13
379,benghazi,32.1167,20.0667,21.48,64,1,5.4,LY,2023-11-13
380,pinos,22.3,-101.5667,11.83,81,74,4.54,MX,2023-11-13
381,nefteyugansk,61.0998,72.6035,-10.02,89,100,4.02,RU,2023-11-13
382,kiffa,16.6166,-11.4045,26.08,11,11,4.58,MR,2023-11-13
383,gore,-46.1028,168.9436,17.82,46,54,6.45,NZ,2023-11-13
384,horta,38.5333,-28.6333,15.57,89,100,1.79,PT,2023-11-13
385,vitorino freire,-4.0667,-45.1667,26.61,72,28,2.68,BR,2023-11-13
386,elzach,48.1833,8.0667,12.51,91,100,4.63,DE,2023-11-13
387,naze,28.3667,129.4833,18.51,56,80,3.35,JP,2023-11-13
388,sabha,27.0377,14.4283,17.5,59,7,4.21,LY,2023-11-13
389,fale old settlement,-9.3852,-171.2468,26.46,87,100,4.31,TK,2023-11-13
390,tres lagoas,-20.7511,-51.6783,29.95,35,13,1.32,BR,2023-11-13
391,hilton head island,32.2163,-80.7526,16.1,79,0,2.57,US,2023-11-13
392,dompu,-8.5356,118.4622,34.3,50,51,1.78,ID,2023-11-13
393,cianorte,-23.6633,-52.605,25.22,71,25,2.48,BR,2023-11-13
394,yamba,-5.9,22.3,20.19,96,99,1.55,CD,2023-11-13
395,beloyarskiy,63.7119,66.6722,-8.33,92,100,3.58,RU,2023-11-13
396,qingshuping,27.3817,112.0221,9.93,62,36,1.14,CN,2023-11-13
397,balqash,46.8481,74.995,-0.67,93,0,5.0,KZ,2023-11-13
398,praia da vitoria,38.7333,-27.0667,16.53,100,20,0.62,PT,2023-11-13
399,mormugao,15.4,73.8,24.59,61,20,3.09,IN,2023-11-13
400,oban,56.4127,-5.4706,5.77,90,100,2.18,GB,2023-11-13
401,asasa,7.1,39.2,12.86,93,99,2.28,ET,2023-11-13
402,undurkhaan,47.3194,110.6556,-13.87,85,2,1.49,MN,2023-11-13
403,hami,42.8,93.45,3.41,28,86,2.59,CN,2023-11-13
404,filey,54.21,-0.2892,10.82,87,71,2.24,GB,2023-11-13
405,rio grande,-32.035,-52.0986,18.86,93,100,4.09,BR,2023-11-13
406,idritsa,56.3316,28.8988,2.13,98,100,2.49,RU,2023-11-13
407,port augusta,-32.5,137.7667,26.21,34,89,6.24,AU,2023-11-13
408,dunedin,-45.8742,170.5036,16.56,67,99,2.68,NZ,2023-11-13
409,puerto quijarro,-17.7833,-57.7667,29.62,49,53,1.21,BO,2023-11-13
410,guider,9.9342,13.9486,27.62,41,98,1.4,CM,2023-11-13
411,sinan,34.8262,126.1086,9.06,65,100,4.86,KR,2023-11-13
412,remire-montjoly,4.9167,-52.2667,27.02,83,20,0.51,GF,2023-11-13
413,ma'rib,15.4591,45.3253,20.57,42,65,2.72,YE,2023-11-13
414,elazig,38.6743,39.2232,10.83,100,100,1.03,TR,2023-11-13
415,pacific grove,36.6177,-121.9166,14.81,82,7,4.92,US,2023-11-13
416,edeleny,48.3,20.7333,6.73,95,100,1.28,HU,2023-11-13
417,beira,-19.8436,34.8389,24.05,100,40,1.03,MZ,2023-11-13
418,batouri,4.4333,14.3667,21.05,98,99,0.79,CM,2023-11-13
419,mili,6.0815,171.735,27.98,83,100,6.79,MH,2023-11-13
420,mana,5.6592,-53.7767,26.35,87,4,3.85,GF,2023-11-13
421,barysh,53.6553,47.1123,5.92,77,100,4.85,RU,2023-11-13
422,ikalamavony,-21.15,46.5833,20.04,57,0,1.26,MG,2023-11-13
423,petatlan,17.5167,-101.2667,29.89,83,13,1.21,MX,2023-11-13
424,seonghwan,36.9156,127.1314,5.87,81,75,0.0,KR,2023-11-13
425,khandyga,62.6667,135.6,-25.66,97,65,1.1,RU,2023-11-13
426,alappuzha,9.49,76.3264,27.78,78,87,1.95,IN,2023-11-13
427,ouadda,8.0777,22.4007,21.24,87,92,1.22,CF,2023-11-13
428,vatutinki,55.4983,37.3325,4.99,93,75,4.0,RU,2023-11-13
429,paracuru,-3.41,-39.0306,27.84,78,99,4.51,BR,2023-11-13
430,jiuquan,39.7432,98.5174,3.03,30,15,0.92,CN,2023-11-13
431,el fuerte,26.4189,-108.6194,25.56,51,0,1.98,MX,2023-11-13
432,long beach,33.767,-118.1892,21.46,72,0,4.12,US,2023-11-13
433,muynoq,43.7683,59.0214,5.62,49,39,5.34,UZ,2023-11-13
434,kamaishi,39.2667,141.8833,9.65,60,70,4.84,JP,2023-11-13
435,zouerate,22.7187,-12.4521,23.78,17,15,4.78,MR,2023-11-13
436,nadym,65.5333,72.5167,-15.14,95,100,4.11,RU,2023-11-13
437,huilong,31.8111,121.655,11.59,64,15,4.54,CN,2023-11-13
438,sinabang,2.4803,96.3801,24.62,90,100,0.8,ID,2023-11-13
439,ibusuki,31.2333,130.65,14.29,58,5,2.71,JP,2023-11-13
440,island harbour,50.724,-1.2758,14.4,86,69,3.13,GB,2023-11-13
441,longboat key,27.4125,-82.659,23.33,82,0,5.14,US,2023-11-13
442,chabahar,25.2919,60.643,24.61,51,4,1.68,IR,2023-11-13
443,afif,23.9065,42.9172,21.14,39,100,4.71,SA,2023-11-13
444,dihok,36.8695,42.994,17.2,49,57,1.91,IQ,2023-11-13
445,essaouira,31.5125,-9.77,18.72,42,40,1.54,MA,2023-11-13
446,yelwa,8.8333,9.6333,24.87,40,87,1.08,NG,2023-11-13
447,kozluk,38.1938,41.4885,13.14,64,100,1.39,TR,2023-11-13
448,villa yapacani,-17.4,-63.8333,29.19,56,88,2.12,BO,2023-11-13
449,tosontsengel,48.7567,98.2839,-12.93,82,100,1.29,MN,2023-11-13
450,jamestown,42.097,-79.2353,8.64,75,0,4.63,US,2023-11-13
451,lagdo,9.05,13.7333,26.08,64,82,1.68,CM,2023-11-13
452,kone,-21.0595,164.8658,28.29,40,5,4.0,NC,2023-11-13
453,fisterra,42.9049,-9.2629,18.75,96,100,13.3,ES,2023-11-13
454,mar del plata,-38.0023,-57.5575,14.97,52,0,8.05,AR,2023-11-13
455,rovaniemi,66.5,25.7167,-10.33,92,100,3.09,FI,2023-11-13
456,robore,-18.3333,-59.75,28.47,55,7,2.4,BO,2023-11-13
457,isangel,-19.55,169.2667,27.06,74,75,6.17,VU,2023-11-13
458,xilin hot,43.9667,116.0333,-5.48,67,7,3.43,CN,2023-11-13
459,fada,9.5667,8.3,22.05,27,100,2.04,NG,2023-11-13
460,jalqani,12.4486,34.2186,27.59,40,0,2.04,SD,2023-11-13
461,tazacorte,28.629,-17.9293,25.64,34,0,4.02,ES,2023-11-13
462,kakrala,27.9,79.2,20.0,45,100,1.12,IN,2023-11-13
463,pali,25.7667,73.3333,21.29,33,100,1.97,IN,2023-11-13
464,saint-girons,42.9167,1.1667,10.51,68,58,2.18,FR,2023-11-13
465,berastagi,3.1929,98.5092,16.15,96,100,0.79,ID,2023-11-13
466,buka,40.8108,69.1986,7.19,40,0,1.93,UZ,2023-11-13
467,quibor,9.9287,-69.6201,23.5,82,99,2.85,VE,2023-11-13
468,semenivka,52.1783,32.5818,2.92,89,74,4.45,UA,2023-11-13
469,barra,-11.0894,-43.1417,26.07,43,0,2.7,BR,2023-11-13
470,abepura,-2.6333,140.5833,30.45,66,20,2.57,ID,2023-11-13
471,medvezh'yegorsk,62.9167,34.4667,-2.58,93,100,3.61,RU,2023-11-13
472,vilyuysk,63.7553,121.6247,-13.39,96,100,2.16,RU,2023-11-13
473,strezhevoy,60.7333,77.5889,-13.35,96,100,1.34,RU,2023-11-13
474,queenstown,-31.8976,26.8753,9.82,85,81,3.23,ZA,2023-11-13
475,taroa,8.7058,171.2275,27.58,83,94,7.76,MH,2023-11-13
476,karratha,-20.7377,116.8463,28.66,35,3,6.46,AU,2023-11-13
477,bichena,10.45,38.2,10.91,76,26,0.44,ET,2023-11-13
478,rajgarh,28.6333,75.3833,19.61,36,100,1.31,IN,2023-11-13
479,forster,-32.1667,152.5167,24.1,70,43,6.15,AU,2023-11-13
480,kristiansund,63.1115,7.732,0.36,69,40,3.09,NO,2023-11-13
481,zyryanovsk,49.7386,84.2719,-0.59,99,100,0.38,KZ,2023-11-13
482,ancud,-41.8697,-73.8203,6.27,72,34,4.06,CL,2023-11-13
483,alupka,44.4167,34.05,8.03,88,66,1.46,UA,2023-11-13
484,ayr,55.4627,-4.6339,7.99,93,75,2.06,GB,2023-11-13
485,kuala belait,4.5833,114.1833,30.09,76,100,1.62,BN,2023-11-13
486,morehead city,34.7229,-76.726,12.77,86,0,0.0,US,2023-11-13
487,ciudad lazaro cardenas,17.9583,-102.2,27.1,79,52,2.5,MX,2023-11-13
488,cabedelo,-6.9811,-34.8339,25.37,79,72,4.29,BR,2023-11-13
489,ronneby,56.21,15.276,3.28,100,100,6.69,SE,2023-11-13
490,dhidhdhoo,6.8833,73.1,27.75,74,58,1.36,MV,2023-11-13
491,rongelap,11.1635,166.8941,28.19,82,100,7.43,MH,2023-11-13
492,neiafu,-18.65,-173.9833,27.38,83,75,4.12,TO,2023-11-13
493,ust'-kut,56.7938,105.7672,-3.09,94,100,3.13,RU,2023-11-13
494,xai-xai,-25.0519,33.6442,20.97,76,100,5.77,MZ,2023-11-13
495,torbat-e heydariyeh,35.274,59.2195,10.46,40,81,0.95,IR,2023-11-13
496,manicore,-5.8092,-61.3003,25.97,73,37,0.43,BR,2023-11-13
497,menongue,-14.6585,17.691,18.79,71,29,1.66,AO,2023-11-13
498,nyurba,63.2842,118.3319,-11.43,97,100,2.51,RU,2023-11-13
499,nagqu,31.5,92.0,-6.16,33,100,2.08,CN,2023-11-13
500,korla,41.7597,86.1469,4.05,44,70,2.29,CN,2023-11-13
501,asmar,35.0333,71.3581,12.86,35,0,4.28,AF,2023-11-13
502,dhuusamarreeb,5.535,46.3861,24.31,87,16,2.73,SO,2023-11-13
503,college station,30.628,-96.3344,17.08,80,75,2.57,US,2023-11-13
504,jaffna,9.6685,80.0074,25.89,88,100,5.92,LK,2023-11-13
505,antofagasta,-23.65,-70.4,16.6,72,42,3.12,CL,2023-11-13
506,thunder bay,48.4001,-89.3168,-2.01,93,20,1.54,CA,2023-11-13
507,farafangana,-22.8167,47.8333,21.64,92,49,1.33,MG,2023-11-13
508,sirjan,29.452,55.6814,12.64,22,96,3.2,IR,2023-11-13
509,selfoss,63.9331,-20.9971,6.69,73,98,7.98,IS,2023-11-13
510,mudgere,13.1333,75.6333,17.68,87,61,1.96,IN,2023-11-13
511,la'ie,21.6477,-157.9253,28.98,78,66,4.02,US,2023-11-13
512,kailua-kona,19.6406,-155.9956,28.46,74,40,4.63,US,2023-11-13
513,simaria,24.8,81.15,19.91,57,91,0.54,IN,2023-11-13
514,tromso,69.6496,18.957,-8.99,92,58,1.03,NO,2023-11-13
515,bom jesus,-9.0744,-44.3586,24.89,37,0,0.93,BR,2023-11-13
516,santa cruz,-17.8,-63.1667,27.7,78,64,2.57,BO,2023-11-13
517,nyuzen,36.9333,137.5,12.17,65,60,3.51,JP,2023-11-13
518,codrington,-38.2667,141.9667,16.0,60,100,4.07,AU,2023-11-13
519,port-vila,-17.7338,168.3219,26.78,65,75,6.17,VU,2023-11-13
520,ribadesella,43.4614,-5.0596,16.08,90,86,2.62,ES,2023-11-13
521,coquimbo,-29.9533,-71.3436,14.85,82,0,1.54,CL,2023-11-13
522,yaren,-0.5472,166.916,28.15,78,100,11.79,NR,2023-11-13
523,alo,7.4178,6.7371,25.94,82,98,1.1,NG,2023-11-13
524,guarapari,-20.6667,-40.4975,25.5,78,100,4.92,BR,2023-11-13
525,lashio,22.9333,97.75,19.29,94,75,0.7,MM,2023-11-13
526,kasongo-lunda,-6.4667,16.8167,21.46,96,100,0.37,CD,2023-11-13
527,kawerau,-38.1,176.7,19.71,63,100,1.79,NZ,2023-11-13
528,adi keyh,14.8444,39.3772,14.08,71,85,1.29,ER,2023-11-13
529,sechura,-5.5569,-80.8222,20.95,78,11,7.1,PE,2023-11-13
530,knysna,-34.0363,23.0471,13.49,92,9,3.49,ZA,2023-11-13
531,port hedland,-20.3167,118.5667,33.03,31,0,5.66,AU,2023-11-13
532,sanshui,23.1549,112.8916,18.27,1,77,3.44,CN,2023-11-13
533,nikol'sk,53.7189,46.0712,4.78,82,100,4.97,RU,2023-11-13
534,exu,-7.5119,-39.7242,24.68,37,6,1.67,BR,2023-11-13
535,zaysan,47.4667,84.8667,0.23,77,98,2.63,KZ,2023-11-13
536,ferkessedougou,9.6,-5.2,24.92,46,40,0.95,CI,2023-11-13
537,zorgo,12.2489,-0.6158,25.3,16,66,4.25,BF,2023-11-13
538,noci,40.7907,17.1317,11.97,100,0,1.54,IT,2023-11-13
539,rumoi,43.9344,141.6428,2.54,78,75,2.64,JP,2023-11-13
540,dera bugti,29.0307,69.151,16.3,38,40,1.08,PK,2023-11-13
541,novoishimskiy,53.1981,66.7694,3.93,84,100,7.44,KZ,2023-11-13
542,bamboo flat,11.7,92.7167,27.05,89,100,1.54,IN,2023-11-13
543,albertina,-22.2008,-46.6158,23.98,48,53,2.53,BR,2023-11-13
544,ardestan,33.3761,52.3694,15.01,37,99,0.61,IR,2023-11-13
545,umea,63.8284,20.2597,-9.04,79,100,6.69,SE,2023-11-13
546,mitu,1.1983,-70.1733,23.23,99,95,1.15,CO,2023-11-13
547,laguna de perlas,12.3429,-83.6712,25.05,90,100,2.2,NI,2023-11-13
548,chernyshevskiy,63.0128,112.4714,-9.29,94,100,3.24,RU,2023-11-13
549,katsuura,35.1333,140.3,14.49,42,0,1.34,JP,2023-11-13
550,maintirano,-18.0667,44.0167,24.85,73,0,4.26,MG,2023-11-13
551,itaituba,-4.2761,-55.9836,28.69,52,58,0.34,BR,2023-11-13
552,kolonia,50.9333,6.95,12.68,74,20,7.2,DE,2023-11-13
553,olyokminsk,60.3736,120.4264,-8.16,91,100,2.19,RU,2023-11-13
554,mersing,2.4312,103.8405,25.95,94,40,1.54,MY,2023-11-13
555,laurel,39.0993,-76.8483,9.24,76,0,1.54,US,2023-11-13
556,northam,51.0333,-4.2167,13.12,90,96,11.08,GB,2023-11-13
557,yesan,36.6776,126.8427,5.83,62,84,0.51,KR,2023-11-13
558,aksu,41.1231,80.2644,3.72,42,0,2.32,CN,2023-11-13
559,auki,-8.7676,160.7034,28.01,77,96,1.08,SB,2023-11-13
560,opuwo,-18.0607,13.84,23.63,27,38,0.62,NA,2023-11-13
561,targuist,34.9377,-4.3186,15.31,29,100,1.04,MA,2023-11-13
562,mazamari,-11.3258,-74.5308,22.11,95,75,1.33,PE,2023-11-13
563,puerto santa,-8.9906,-78.6456,19.35,87,8,4.22,PE,2023-11-13
564,cinco saltos,-38.8222,-68.0629,15.85,33,0,3.6,AR,2023-11-13
565,bubaque,11.2833,-15.8333,28.17,69,33,4.57,GW,2023-11-13
566,kigoma,-4.8769,29.6267,22.23,87,100,0.81,TZ,2023-11-13
567,walvis bay,-22.9575,14.5053,16.53,88,66,3.6,NA,2023-11-13
568,khilok,51.3674,110.4676,-7.02,71,100,1.09,RU,2023-11-13
569,kununurra,-15.7667,128.7333,33.99,55,99,2.06,AU,2023-11-13
570,robertsport,6.7533,-11.3686,27.25,80,100,1.32,LR,2023-11-13
571,lepsy,46.235,78.9456,2.39,73,6,2.26,KZ,2023-11-13
572,kavaratti,10.5669,72.642,27.39,71,44,1.2,IN,2023-11-13
573,burao,9.5221,45.5336,21.14,56,40,3.11,SO,2023-11-13
574,ungsang-nodongjagu,42.3578,130.4622,3.85,39,0,2.05,KP,2023-11-13
575,kyzyl-mazhalyk,51.1333,90.6,-10.61,93,50,0.45,RU,2023-11-13
576,morioka,39.7036,141.1525,8.72,87,88,2.3,JP,2023-11-13
577,tobol'sk,58.2,68.2667,-0.78,95,100,0.89,RU,2023-11-13
578,semnan,35.5729,53.3971,12.61,46,95,0.47,IR,2023-11-13
